GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M,Unnamed: 130
860Z200US36727,ZCTA5 36727,106,70,6.6,10.4,0.0,30.4,0.0,30.4,52.8,42.1,0.0,30.4,16.0,21.8,0.9,2.5,23.6,32.4,0.0,30.4,0.0,30.4,-,**,52071,24583,5.7,(X),(X),(X),(X),(X),70,66,10.0,19.0,0.0,39.3,0.0,39.3,80.0,33.4,0.0,39.3,8.6,18.7,1.4,4.9,0.0,39.3,0.0,39.3,0.0,39.3,31250,394,32383,8882,(X),(X),8.6,(X),(X),(X),70,66,10.0,19.0,0.0,39.3,0.0,39.3,80.0,33.4,0.0,39.3,8.6,18.7,1.4,4.9,0.0,39.3,0.0,39.3,0.0,39.3,31250,394,N,N,(X),(X),(X),(X),(X),(X),36,36,0.0,54.8,0.0,54.8,0.0,54.8,0.0,54.8,0.0,54.8,30.6,46.6,0.0,54.8,69.4,46.6,0.0,54.8,0.0,54.8,100700,45379,90353,18048,(X),(X),(X),(X),0.0,(X),
860Z200US94516,ZCTA5 94516,73,42,4.1,6.8,0.0,39.7,1.4,3.3,0.0,39.7,4.1,6.7,4.1,5.3,17.8,22.6,26.0,22.8,1.4,2.7,41.1,28.6,-,**,159700,53790,49.3,(X),(X),(X),(X),(X),59,38,5.1,8.5,0.0,44.2,1.7,4.4,0.0,44.2,0.0,44.2,3.4,5.3,22.0,27.5,15.3,17.7,1.7,3.5,50.8,31.8,200417,174934,176134,61508,(X),(X),59.3,(X),(X),(X),57,38,5.3,8.8,0.0,44.9,0.0,44.9,0.0,44.9,0.0,44.9,1.8,3.7,22.8,28.6,15.8,18.5,1.8,3.7,52.6,32.1,201250,160515,N,N,(X),(X),(X),(X),(X),(X),14,16,0.0,90.6,0.0,90.6,0.0,90.6,0.0,90.6,21.4,38.2,7.1,17.0,0.0,90.6,71.4,41.2,0.0,90.6,0.0,90.6,105833,47927,90443,26112,(X),(X),(X),(X),7.1,(X),
860Z200US37890,ZCTA5 37890,2908,285,3.5,2.0,3.5,2.1,8.8,4.4,8.6,2.8,17.1,5.4,14.2,4.2,14.7,4.2,16.8,7.0,7.6,4.2,5.2,2.8,61905,10586,81807,8934,30.2,(X),(X),(X),(X),(X),2253,288,5.5,3.4,0.9,1.1,7.9,5.3,5.1,2.9,11.1,4.5,15.8,5.0,16.4,5.0,21.3,8.4,9.3,5.3,6.7,3.5,87269,22419,93042,9821,(X),(X),26.9,(X),(X),(X),1729,287,1.2,0.9,0.5,0.9,2.0,1.5,5.0,3.4,9.1,4.8,17.6,5.9,17.8,6.0,26.0,10.0,12.1,6.9,8.7,4.7,96649,13859,N,N,(X),(X),(X),(X),(X),(X),655,154,7.3,4.9,12.2,8.0,17.7,9.1,19.2,7.5,23.2,10.9,10.1,5.0,6.9,4.8,1.5,2.0,1.8,2.1,0.0,6.3,29575,7652,36858,5087,(X),(X),(X),(X),30.4,(X),
860Z200US65653,ZCTA5 65653,2621,235,3.5,2.5,3.4,1.7,16.8,6.0,10.5,3.8,17.9,6.3,13.4,4.3,18.8,6.1,8.2,2.9,5.5,4.5,2.0,1.3,47929,8006,63703,7031,32.9,(X),(X),(X),(X),(X),1758,212,1.1,1.0,2.3,1.5,12.5,6.5,7.0,3.8,17.1,6.8,14.6,4.9,23.0,7.2,11.4,4.4,8.0,6.6,3.0,2.0,64000,18518,76151,9645,(X),(X),32.0,(X),(X),(X),1391,219,0.7,0.8,2.0,1.5,7.5,4.6,6.8,4.5,18.5,8.2,15.6,5.4,24.5,7.5,10.9,4.5,10.1,8.0,3.4,2.4,73125,21010,N,N,(X),(X),(X),(X),(X),(X),863,216,9.4,7.7,5.6,4.8,31.6,14.7,17.7,9.1,19.7,12.3,4.5,3.1,9.4,11.3,1.5,1.5,0.6,0.9,0.0,3.7,26366,8927,34874,9290,(X),(X),(X),(X),33.7,(X),
860Z200US44068,ZCTA5 44068,64,51,7.8,15.6,0.0,39.8,0.0,39.8,0.0,39.8,0.0,39.8,75.0,32.5,17.2,29.3,0.0,39.8,0.0,39.8,0.0,39.8,56875,7403,58766,13011,0.0,(X),(X),(X),(X),(X),52,48,9.6,21.7,0.0,44.2,0.0,44.2,0.0,44.2,0.0,44.2,69.2,42.7,21.2,36.7,0.0,44.2,0.0,44.2,0.0,44.2,56458,16290,57442,16951,(X),(X),0.0,(X),(X),(X),45,46,11.1,27.0,0.0,47.5,0.0,47.5,0.0,47.5,0.0,47.5,64.4,55.7,24.4,47.6,0.0,47.5,0.0,47.5,0.0,47.5,56509,35012,N,N,(X),(X),(X),(X),(X),(X),12,19,0.0,92.0,0.0,92.0,0.0,92.0,0.0,92.0,0.0,92.0,100.0,92.0,0.0,92.0,0.0,92.0,0.0,92.0,0.0,92.0,-,**,N,N,(X),(X),(X),(X),0.0,(X),
860Z200US60531,ZCTA5 60531,816,150,7.6,6.3,1.2,1.6,12.9,11.9,6.7,3.9,7.2,3.0,12.1,4.9,16.5,5.3,18.1,6.1,11.2,4.3,6.4,2.9,77672,12055,87050,13270,40.1,(X),(X),(X),(X),(X),606,135,16.5,15.5,0.0,5.6,3.5,2.7,3.8,4.0,5.1,3.8,14.4,6.8,15.8,6.0,21.5,7.3,12.0,5.4,7.4,3.9,83636,14187,94471,18478,(X),(X),37.3,(X),(X),(X),389,77,0.5,1.1,0.0,8.6,0.0,8.6,3.1,4.2,3.1,2.4,13.6,5.2,20.8,7.4,31.1,9.4,17.0,6.4,10.8,5.6,118424,17285,N,N,(X),(X),(X),(X),(X),(X),210,64,23.3,21.2,1.0,1.7,11.0,9.3,13.8,7.8,10.5,7.6,9.0,7.3,19.5,12.4,8.6,7.3,0.0,15.3,3.3,4.4,36250,24204,50225,16636,(X),(X),(X),(X),42.4,(X),
860Z200US83467,ZCTA5 83467,2766,243,6.3,4.4,7.8,3.3,14.1,4.8,8.5,3.3,9.4,3.0,21.1,4.4,14.0,4.0,9.9,3.0,4.6,2.5,4.4,2.3,52433,4841,72633,10408,31.6,(X),(X),(X),(X),(X),1539,221,1.9,2.7,3.9,3.1,4.3,3.5,5.3,3.6,12.3,4.5,25.3,6.6,23.8,6.9,13.8,5.0,4.4,2.9,4.9,3.2,69549,13436,82727,9436,(X),(X),39.1,(X),(X),(X),1249,216,0.0,2.8,2.5,2.9,4.1,4.0,3.4,2.2,10.4,4.8,27.0,7.4,24.2,6.9,17.1,6.2,5.4,3.5,6.0,3.9,77264,11578,N,N,(X),(X),(X),(X),(X),(X),1227,218,11.8,9.1,12.8,6.3,27.2,9.2,11.6,7.0,5.6,3.7,15.8,6.4,3.1,3.3,3.4,3.0,4.8,4.6,3.8,3.1,24432,3042,59604,19711,(X),(X),(X),(X),22.2,(X),
860Z200US80634,ZCTA5 80634,24460,661,3.5,1.0,3.1,0.9,4.4,1.0,6.7,1.5,11.2,1.9,16.9,2.1,12.4,1.7,21.6,2.2,9.9,1.2,10.3,1.5,83255,4982,105874,4686,36.6,(X),(X),(X),(X),(X),16836,745,1.8,0.9,1.5,0.8,2.6,0.9,5.2,1.7,10.2,2.4,15.1,2.3,13.7,2.2,23.6,2.4,13.2,1.6,12.9,2.0,99631,4969,120890,5993,(X),(X),36.7,(X),(X),(X),13397,750,0.8,0.5,1.0,0.8,2.7,1.2,4.1,1.6,7.8,2.5,13.3,2.1,12.7,2.4,26.1,2.9,15.8,2.0,15.7,2.5,114928,7021,132601,7025,(X),(X),(X),(X),(X),(X),7624,654,7.3,2.6,6.8,2.6,8.2,2.2,11.0,3.2,16.1,2.7,22.3,4.3,12.1,2.5,10.4,2.7,2.7,1.2,3.2,1.6,50902,5284,66146,7893,(X),(X),(X),(X),32.9,(X),
860Z200US03741,ZCTA5 03741,1648,141,2.4,2.6,5.6,5.7,5.3,3.7,8.4,4.9,14.4,5.7,11.3,4.7,16.1,7.1,17.5,5.7,11.3,6.3,7.6,3.8,78523,10366,98213,13654,32.0,(X),(X),(X),(X),(X),1080,104,3.9,3.4,6.5,8.3,1.4,2.3,4.8,4.8,11.4,5.7,8.7,4.4,15.5,8.8,26.9,8.1,11.3,7.1,9.7,5.8,93750,24568,109941,19139,(X),(X),33.1,(X),(X),(X),894,124,1.0,1.8,6.6,9.9,1.7,2.8,5.8,5.7,9.1,6.4,10.2,5.4,17.0,10.4,24.2,8.9,12.8,8.5,11.7,6.8,94514,34248,N,N,(X),(X),(X),(X),(X),(X),568,152,3.2,5.0,4.0,5.1,12.7,9.7,11.8,8.9,24.6,12.3,16.4,9.6,16.0,13.1,3.2,3.0,4.6,5.0,3.5,2.9,47750,8935,64591,12811,(X),(X),(X),(X),25.0,(X),
860Z200US85924,ZCTA5 85924,901,176,21.8,13.9,0.0,4.9,14.5,10.2,12.9,8.7,12.2,10.4,30.6,12.5,1.1,1.6,1.7,3.1,0.0,4.9,5.2,5.4,36339,11483,44816,11866,35.8,(X),(X),(X),(X),(X),570,190,14.7,15.3,0.0,7.6,6.0,9.2,10.5,10.8,14.0,14.4,44.7,17.8,1.8,2.6,0.0,7.6,0.0,7.6,8.2,8.8,55531,20649,57296,17518,(X),(X),41.8,(X),(X),(X),380,159,7.9,13.1,0.0,11.2,8.9,13.7,7.9,9.9,3.7,6.3,61.6,21.7,2.6,3.9,0.0,11.2,0.0,11.2,7.4,10.2,56614,1558,N,N,(X),(X),(X),(X),(X),(X),331,130,33.8,24.3,0.0,12.7,29.3,24.1,26.0,16.9,0.0,12.7,10.9,11.0,0.0,12.7,0.0,12.7,0.0,12.7,0.0,12.7,19271,7830,21020,7899,(X),(X),(X),(X),25.7,(X),
860Z200US29479,ZCTA5 29479,2357,303,9.5,4.9,11.2,8.1,12.5,5.2,9.5,4.8,11.8,5.6,11.5,4.5,11.7,4.8,14.6,5.4,6.6,4.2,1.2,1.2,48245,8248,60652,7831,58.1,(X),(X),(X),(X),(X),1701,266,5.6,3.9,10.9,10.9,11.5,6.0,7.3,5.4,12.6,7.4,10.8,5.3,11.4,5.0,19.2,7.6,8.9,5.7,1.7,1.7,57250,20975,70435,10191,(X),(X),58.9,(X),(X),(X),1033,187,6.0,4.4,1.3,2.0,9.2,5.8,7.7,7.3,10.1,7.2,14.4,8.2,12.4,6.9,21.5,8.4,14.6,9.1,2.8,2.8,76055,13298,N,N,(X),(X),(X),(X),(X),(X),656,171,19.5,14.1,11.7,7.4,16.6,10.1,13.4,11.6,9.6,6.7,14.2,9.4,11.4,10.9,2.9,3.4,0.6,0.9,0.0,6.6,25427,4550,35055,8882,(X),(X),(X),(X),55.9,(X),
860Z200US75415,ZCTA5 75415,134,67,6.0,10.4,0.0,30.2,12.7,17.2,9.7,15.7,0.0,30.2,11.2,17.7,23.9,26.1,4.5,7.4,20.9,24.3,11.2,16.1,90833,50784,119619,58002,60.4,(X),(X),(X),(X),(X),109,67,0.0,34.8,0.0,34.8,0.0,34.8,11.9,19.2,0.0,34.8,13.8,21.9,29.4,31.7,5.5,9.4,25.7,29.1,13.8,20.0,-,**,143658,65184,(X),(X),60.6,(X),(X),(X),85,55,0.0,39.9,0.0,39.9,0.0,39.9,15.3,25.1,0.0,39.9,17.6,27.3,37.6,36.5,7.1,13.1,4.7,8.2,17.6,25.8,90880,31431,N,N,(X),(X),(X),(X),(X),(X),25,26,32.0,48.1,0.0,73.6,68.0,48.1,0.0,73.6,0.0,73.6,0.0,73.6,0.0,73.6,0.0,73.6,0.0,73.6,0.0,73.6,20662,16370,14812,8394,(X),(X),(X),(X),60.0,(X),
860Z200US88253,ZCTA5 88253,307,106,0.0,12.2,8.1,6.6,4.6,4.2,6.2,4.8,2.3,2.8,15.0,12.0,12.1,8.4,11.7,11.1,24.1,19.3,16.0,13.1,122625,78388,122726,25527,53.1,(X),(X),(X),(X),(X),247,101,0.0,14.9,2.8,4.5,4.0,5.0,3.6,3.0,2.0,3.2,17.8,14.5,9.3,9.0,10.5,12.6,38.9,22.9,10.9,12.2,137344,86905,136033,27061,(X),(X),54.7,(X),(X),(X),173,86,0.0,20.5,0.0,20.5,5.8,7.2,2.3,2.7,2.9,4.5,16.8,18.3,8.7,11.9,12.1,17.1,36.4,30.4,15.0,18.0,182574,130691,N,N,(X),(X),(X),(X),(X),(X),60,24,0.0,42.5,30.0,24.1,6.7,6.9,16.7,18.8,3.3,5.8,18.3,17.4,8.3,11.7,16.7,18.4,0.0,42.5,0.0,42.5,-,**,50460,19215,(X),(X),(X),(X),46.7,(X),
860Z200US13112,ZCTA5 13112,684,165,0.0,5.7,0.0,5.7,1.6,2.5,19.0,12.2,7.0,6.4,23.0,10.7,10.2,7.7,22.4,13.1,5.8,3.9,11.0,6.8,74828,20868,105696,22643,34.4,(X),(X),(X),(X),(X),521,167,13.1,15.2,0.0,7.4,0.0,7.4,8.1,7.4,1.5,2.5,18.8,12.0,13.4,10.2,23.0,16.2,9.0,5.5,13.1,9.0,90679,35387,116796,31600,(X),(X),38.6,(X),(X),(X),330,114,0.0,11.4,0.0,11.4,0.0,11.4,12.7,11.2,2.4,3.9,21.2,13.1,2.7,4.4,30.0,21.0,10.3,7.7,20.6,14.0,136250,52947,N,N,(X),(X),(X),(X),(X),(X),163,78,0.0,21.5,0.0,21.5,6.7,9.9,12.3,14.1,24.5,20.8,42.9,19.2,0.0,21.5,13.5,12.4,0.0,21.5,0.0,21.5,53550,6023,55193,9915,(X),(X),(X),(X),20.9,(X),
860Z200US37383,ZCTA5 37383,0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X),
860Z200US28464,ZCTA5 28464,797,158,4.4,3.8,3.0,2.7,7.9,5.4,13.6,9.3,21.1,8.1,13.4,7.3,13.0,7.4,21.2,9.8,1.1,1.6,1.3,1.7,50250,16564,66937,9058,61.9,(X),(X),(X),(X),(X),626,152,3.7,3.9,2.4,4.2,4.6,4.6,16.3,11.1,20.8,9.5,8.9,6.3,15.0,9.1,25.7,11.9,1.0,1.7,1.6,2.1,57800,31257,72649,10869,(X),(X),66.6,(X),(X),(X),396,117,1.0,1.2,0.3,0.6,0.8,1.1,1.5,2.0,25.0,13.8,12.4,9.6,22.7,13.2,33.8,18.3,0.0,10.2,2.5,3.7,92258,18794,N,N,(X),(X),(X),(X),(X),(X),171,75,7.0,11.8,13.5,12.4,11.7,9.3,3.5,5.7,22.2,19.6,29.8,22.4,5.8,5.7,6.4,9.0,0.0,21.8,0.0,21.8,37188,29131,44546,11016,(X),(X),(X),(X),44.4,(X),
860Z200US84317,ZCTA5 84317,1063,239,6.6,9.6,3.4,4.4,1.2,1.3,1.2,1.3,3.1,3.0,6.2,2.8,16.0,12.1,31.0,11.9,14.5,6.8,16.7,9.2,118555,16505,141927,34335,42.6,(X),(X),(X),(X),(X),716,180,0.4,0.6,0.0,4.8,1.3,1.6,1.0,1.4,1.4,1.7,6.6,4.1,7.5,7.4,44.0,13.6,19.3,12.3,18.6,10.4,135357,16392,171628,36358,(X),(X),45.9,(X),(X),(X),628,168,0.5,0.7,0.0,5.4,1.4,1.8,0.2,0.4,1.0,1.6,7.2,4.7,2.7,2.1,45.4,14.4,20.5,13.2,21.2,11.7,136920,16478,N,N,(X),(X),(X),(X),(X),(X),347,205,19.3,29.0,10.4,13.5,1.2,2.5,1.7,2.9,6.6,8.9,5.5,5.6,33.4,38.2,4.3,7.5,4.6,9.4,13.0,15.1,77920,58028,80641,36139,(X),(X),(X),(X),35.7,(X),
860Z200US85298,ZCTA5 85298,13734,550,2.4,0.9,1.1,1.1,1.8,0.9,2.3,0.8,4.3,1.5,6.8,1.5,10.2,2.6,21.9,2.9,19.6,3.7,29.8,3.5,146688,11949,169996,8135,34.1,(X),(X),(X),(X),(X),11713,543,1.8,0.8,0.3,0.3,1.3,0.8,1.3,0.7,3.4,1.4,5.8,1.5,10.3,2.9,23.4,3.1,18.8,3.4,33.7,3.8,157806,10904,179569,8257,(X),(X),34.8,(X),(X),(X),10508,586,1.2,0.8,0.3,0.3,0.8,0.5,1.3,0.8,3.2,1.3,5.5,1.5,9.8,3.1,21.6,2.9,19.5,3.5,36.8,4.0,166506,11723,N,N,(X),(X),(X),(X),(X),(X),2021,333,9.3,5.1,5.9,7.4,4.5,3.2,5.7,2.6,9.4,4.7,13.7,5.0,9.0,3.7,15.8,6.2,19.8,10.3,7.0,3.8,79531,31252,109829,22132,(X),(X),(X),(X),29.8,(X),
860Z200US13456,ZCTA5 13456,1539,168,2.4,2.3,2.4,2.3,5.2,3.8,8.8,5.3,5.5,3.3,17.1,7.0,15.1,5.7,20.4,4.9,11.2,4.4,11.9,4.6,90893,5720,104867,9305,31.9,(X),(X),(X),(X),(X),1098,152,0.9,1.5,1.9,2.3,2.6,4.0,6.8,6.1,1.0,1.3,18.4,8.7,11.1,5.2,27.5,6.9,14.2,5.6,15.6,6.2,107069,16811,121833,12206,(X),(X),34.4,(X),(X),(X),941,140,0.0,4.2,0.6,1.1,1.2,1.7,4.1,4.4,1.2,1.5,20.5,9.7,10.2,4.7,29.6,8.6,14.3,6.4,18.2,6.9,116131,20761,N,N,(X),(X),(X),(X),(X),(X),441,124,6.1,6.8,7.0,7.7,8.4,7.1,13.8,9.1,16.6,10.7,13.8,10.5,25.2,14.9,2.7,3.8,6.3,6.5,0.0,8.7,49267,22186,60271,11809,(X),(X),(X),(X),22.2,(X),
860Z200US40140,ZCTA5 40140,294,125,12.9,11.6,21.4,20.3,9.9,11.5,0.0,12.0,0.0,12.0,11.6,10.2,22.4,15.3,8.8,8.1,1.7,4.0,11.2,15.5,53611,50054,71463,36295,66.0,(X),(X),(X),(X),(X),147,74,25.9,21.0,7.5,11.2,0.0,22.3,0.0,22.3,0.0,22.3,29.9,19.6,0.0,22.3,10.9,14.6,3.4,7.9,22.4,27.8,-,**,95676,62226,(X),(X),53.1,(X),(X),(X),111,67,11.7,17.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,39.6,25.9,0.0,28.0,14.4,19.0,4.5,10.8,29.7,34.0,-,**,N,N,(X),(X),(X),(X),(X),(X),147,94,0.0,22.3,35.4,36.8,19.7,22.7,0.0,22.3,0.0,22.3,0.0,22.3,44.9,30.7,0.0,22.3,0.0,22.3,0.0,22.3,-,**,44248,21192,(X),(X),(X),(X),78.9,(X),
860Z200US43036,ZCTA5 43036,124,46,8.9,7.2,3.2,5.1,14.5,10.5,5.6,5.2,8.1,7.3,14.5,10.3,25.0,15.1,20.2,12.3,0.0,25.6,0.0,25.6,64500,25478,64210,12759,34.7,(X),(X),(X),(X),(X),85,39,5.9,9.2,4.7,7.3,5.9,9.3,8.2,8.2,24.7,20.0,15.3,13.4,11.8,10.1,23.5,16.4,0.0,33.9,0.0,33.9,50250,18263,59920,16249,(X),(X),14.1,(X),(X),(X),39,22,0.0,51.0,0.0,51.0,0.0,51.0,2.6,4.9,15.4,16.4,10.3,13.7,25.6,20.1,46.2,22.8,0.0,51.0,0.0,51.0,91250,31094,N,N,(X),(X),(X),(X),(X),(X),39,21,28.2,20.5,0.0,51.0,33.3,22.7,5.1,11.0,10.3,15.0,10.3,15.1,12.8,18.0,0.0,51.0,0.0,51.0,0.0,51.0,19271,7463,31708,16589,(X),(X),(X),(X),30.8,(X),
860Z200US11553,ZCTA5 11553,7215,527,4.1,2.3,4.1,1.8,2.1,1.4,4.4,2.0,6.3,2.2,13.4,3.4,11.3,4.0,20.8,4.9,13.8,3.7,19.6,4.8,105994,10287,130486,10705,63.8,(X),(X),(X),(X),(X),5872,556,0.6,0.7,1.5,1.5,1.3,1.1,4.1,2.1,4.6,2.4,14.5,3.7,15.7,6.3,21.5,5.2,15.3,4.5,20.8,5.5,114922,14357,136275,11466,(X),(X),64.0,(X),(X),(X),3043,336,0.1,0.3,0.2,0.3,0.4,0.5,1.2,1.2,4.7,3.4,17.4,5.5,9.6,3.4,20.9,6.4,17.9,5.4,27.6,6.8,132054,18478,N,N,(X),(X),(X),(X),(X),(X),1343,252,20.2,10.2,14.7,8.0,6.2,5.5,9.0,6.7,15.9,7.5,12.4,7.0,4.2,3.2,9.0,7.0,2.1,2.1,6.3,4.9,34911,9978,68642,25082,(X),(X),(X),(X),59.5,(X),
860Z200US61325,ZCTA5 61325,433,73,3.9,3.3,1.6,1.8,5.5,3.1,2.8,2.3,12.9,9.7,13.9,6.1,21.9,8.8,17.3,6.1,12.9,4.8,7.2,4.2,89135,9600,117683,30621,39.0,(X),(X),(X),(X),(X),335,67,3.3,4.1,1.8,2.2,0.9,1.0,0.3,0.9,9.6,10.5,28.7,11.2,14.3,5.9,17.6,6.6,14.3,6.8,9.3,5.5,83875,20023,132670,39643,(X),(X),34.3,(X),(X),(X),234,51,0.0,13.9,2.6,3.0,1.3,1.4,0.0,13.9,2.6,2.8,19.2,8.1,17.5,7.1,23.9,9.0,19.7,7.7,13.2,7.2,106875,19871,N,N,(X),(X),(X),(X),(X),(X),98,32,6.1,5.3,1.0,2.8,21.4,13.3,11.2,10.5,24.5,20.6,7.1,7.4,20.4,15.4,5.1,7.1,3.1,4.1,0.0,29.2,41316,8784,50206,9312,(X),(X),(X),(X),55.1,(X),
860Z200US90621,ZCTA5 90621,10950,596,3.3,1.3,2.1,1.2,2.4,1.2,4.3,1.7,9.0,2.3,15.7,3.4,16.0,3.8,22.5,3.6,11.3,2.6,13.3,2.8,94679,8520,113864,6797,47.3,(X),(X),(X),(X),(X),8734,539,2.7,1.3,1.5,1.0,1.9,1.2,5.1,2.1,10.2,2.7,18.9,4.5,15.0,3.5,20.2,3.6,10.0,2.9,14.7,3.2,91516,6365,113083,7817,(X),(X),51.0,(X),(X),(X),5742,560,2.3,1.6,1.7,1.3,0.7,0.7,3.8,1.9,7.1,2.9,13.7,5.6,16.2,4.6,22.4,4.6,12.2,4.1,19.9,4.8,104419,7548,N,N,(X),(X),(X),(X),(X),(X),2216,356,6.8,3.2,5.9,4.6,7.7,4.8,1.6,1.6,10.8,5.1,15.0,6.9,15.7,6.4,19.1,6.9,11.2,5.4,6.1,5.0,78738,9562,90922,11711,(X),(X),(X),(X),30.8,(X),
860Z200US63452,ZCTA5 63452,349,72,1.1,1.3,7.7,7.0,4.0,3.0,11.7,7.7,14.9,7.1,31.5,14.4,9.7,5.8,16.6,7.9,2.3,2.9,0.3,0.7,58250,11405,62884,6942,54.4,(X),(X),(X),(X),(X),256,65,0.8,1.5,0.8,1.2,1.2,1.7,6.6,6.3,14.1,8.6,38.7,17.3,12.1,7.8,22.3,10.5,3.1,3.8,0.4,1.0,70698,5720,74261,6361,(X),(X),56.3,(X),(X),(X),244,65,0.0,12.5,0.0,12.5,0.0,12.5,7.0,6.6,13.1,8.8,40.6,17.7,12.3,8.2,23.4,11.0,3.3,4.1,0.4,1.0,70988,3176,N,N,(X),(X),(X),(X),(X),(X),93,35,4.3,5.3,26.9,22.6,9.7,9.2,25.8,17.9,17.2,13.0,11.8,13.4,3.2,3.9,1.1,2.1,0.0,28.7,0.0,28.7,28224,5775,31203,6912,(X),(X),(X),(X),49.5,(X),
860Z200US90742,ZCTA5 90742,251,81,0.0,15.5,0.0,15.5,0.0,15.5,5.2,7.3,0.0,15.5,8.4,9.2,10.8,9.3,42.6,16.5,10.8,10.1,22.3,12.6,119115,9258,154673,28903,63.7,(X),(X),(X),(X),(X),76,47,0.0,38.9,0.0,38.9,0.0,38.9,0.0,38.9,0.0,38.9,0.0,38.9,0.0,38.9,47.4,34.2,26.3,27.1,26.3,25.9,178056,103715,169975,39235,(X),(X),75.0,(X),(X),(X),67,44,0.0,41.4,0.0,41.4,0.0,41.4,0.0,41.4,0.0,41.4,0.0,41.4,0.0,41.4,53.7,36.4,16.4,23.7,29.9,29.1,-,**,N,N,(X),(X),(X),(X),(X),(X),175,71,0.0,21.4,0.0,21.4,0.0,21.4,7.4,10.2,0.0,21.4,12.0,13.1,15.4,13.1,40.6,19.5,4.0,6.0,20.6,15.9,114345,8817,148027,40752,(X),(X),(X),(X),58.9,(X),
860Z200US64034,ZCTA5 64034,3209,250,1.2,1.2,0.0,1.0,1.4,1.3,1.3,1.0,7.6,5.3,12.8,3.7,16.7,7.6,24.9,5.8,14.5,3.8,19.5,4.0,117938,15319,137861,9246,31.6,(X),(X),(X),(X),(X),2703,243,0.0,1.2,0.0,1.2,0.1,0.2,1.2,1.1,8.4,6.1,12.4,5.0,14.9,7.4,27.3,6.6,15.3,4.3,20.5,4.7,119787,25649,143801,10869,(X),(X),32.2,(X),(X),(X),2289,281,0.0,1.4,0.0,1.4,0.1,0.2,1.4,1.3,9.9,7.0,7.0,3.0,14.7,8.8,25.3,7.2,18.0,4.8,23.5,5.4,134974,14632,N,N,(X),(X),(X),(X),(X),(X),506,140,7.3,7.5,0.0,6.2,8.3,7.8,2.2,2.6,3.8,4.1,35.2,14.2,14.8,11.6,8.3,6.9,6.3,6.7,13.8,8.5,70926,9829,97697,18020,(X),(X),(X),(X),28.1,(X),
